IMDbPro_ID,MPAA,genres,in_release_period,movie_name,opening_money,release_date,running_time,widest_release
tt1127896,R,"Biography, Comedy, Drama, History, Music",128.0,Taking Woodstock,3457760,"Jul 31, 2009 - Aug 27, 2009",2.0,1395
tt2294449,R,"Action, Comedy, Crime",203.0,22 Jump Street,57071445,"Jun 13, 2014 - Nov 26, 2014",1.8666666666666667,3426
tt1691153,PG-13,"Drama, History, Thriller, War",223.0,Return to the Hiding Place,36942,"May 23, 2014 - May 29, 2014",1.7,5
tt1186367,R,"Action, Thriller",402.0,Ninja Assassin,13316158,"Nov 25, 2009 - Feb 11, 2010",1.65,2503
tt2141935,na,"Biography, Documentary",604.0,Sol LeWitt,4051,"May 7, 2014 - Sep 27, 2015",1.45,2
tt2980516,PG-13,"Biography, Drama, Romance",420.0,The Theory of Everything,208763,"May 7, 2014 - Sep 27, 2015",2.05,1220
tt1091722,R,"Comedy, Drama, Romance",273.0,Adventureland,5722039,"Apr 3, 2009 - May 28, 2009",1.7833333333333332,1876
tt3063516,R,Comedy,433.0,Bad Grandpa,32055177,"Oct 25, 2013 - Jan 23, 2014",1.5333333333333332,3345
tt2223990,na,"Drama, Sport",265.0,Draft Day,9783603,"Apr 11, 2014 - Jun 19, 2014",1.8333333333333335,2781
tt1532957,na,"Comedy, Drama",35.0,Paa,199228,"Dec 4, 2009 - Dec 10, 2009",2.216666666666667,67
tt0841925,na,"Drama, Romance",359.0,Silent Light,11967,"Jan 7, 2009 - Feb 9, 2009",2.4166666666666665,1
tt1787988,na,"Crime, Drama, Mystery, Thriller",397.0,Talaash,1638706,"Nov 30, 2012 - Jan 10, 2013",2.3333333333333335,172
tt1235522,R,"Action, Crime, Drama, Thriller",348.0,Broken City,8268908,"Jan 18, 2013 - Apr 4, 2013",1.8166666666666667,2622
tt0410377,PG,"Adventure, Family, Fantasy",272.0,Nim's Island,13210579,"Apr 4, 2008 - Aug 28, 2008",1.6,3518
tt1814621,PG-13,"Comedy, Drama, Romance",285.0,Admission,6154984,"Mar 22, 2013 - Jun 6, 2013",1.7833333333333332,2161
tt0870195,PG-13,"Drama, History, Romance, Thriller",237.0,Before the Rains,48159,"May 9, 2008 - Sep 18, 2008",1.6333333333333333,44
tt0825236,PG,"Comedy, Drama, Romance",335.0,Caramel,71916,"Feb 1, 2008 - Jul 31, 2008",1.5833333333333335,50
tt0865556,PG-13,"Action, Adventure, Fantasy",258.0,The Forbidden Kingdom,21401121,"Apr 18, 2008 - Jun 19, 2008",1.7333333333333334,3151
tt0805564,PG-13,"Comedy, Drama, Romance",447.0,Lars and the Real Girl,90418,"Oct 12, 2007 - Mar 6, 2008",1.7666666666666666,321
tt2910814,PG-13,"Drama, Mystery, Sci, Fi, Thriller",202.0,The Signal,155642,"Jun 13, 2014 - Jul 17, 2014",1.6166666666666667,204
tt0936501,PG-13,"Action, Thriller",336.0,Taken,24717037,"Jan 30, 2009 - Jul 5, 2009",1.5,3184
tt0787523,R,Drama,111.0,Towelhead,52823,"Sep 12, 2008 - Oct 23, 2008",2.066666666666667,100
tt2771372,PG-13,"Crime, Drama, Mystery, Thriller",293.0,Veronica Mars,1988351,"Mar 14, 2014 - Apr 24, 2014",1.7833333333333332,347
tt2103281,PG-13,"Action, Adventure, Drama, Sci, Fi",175.0,Dawn of the Planet of the Apes,72611427,"Jul 11, 2014 - Dec 4, 2014",2.1666666666666665,3969
tt1397280,PG-13,"Action, Thriller",453.0,Taken 2,49514769,"Oct 5, 2012 - Feb 21, 2013",1.5333333333333332,3706
tt1621766,na,"Animation, Biography, Drama, Family",56.0,Approved for Adoption,4015,"Nov 8, 2013 - Nov 10, 2013",1.1666666666666667,1
tt2759372,na,"Documentary, Drama",195.0,Code Black,6319,"Jun 20, 2014 - Sep 28, 2014",1.3,10
tt0054861,na,Drama,174.0,The Exiles,8448,"Jul 11, 2008 - Aug 7, 2008",1.2,1
tt0443559,R,"Action, Crime, Drama, Thriller",343.0,Killshot,10741,"Jan 23, 2009 - Feb 5, 2009",1.5833333333333335,5
tt0875034,PG-13,"Drama, Musical, Romance",379.0,Nine,257232,"Jan 23, 2009 - Feb 5, 2009",1.9666666666666668,1412
tt1727388,PG-13,"Comedy, Drama",182.0,The Way Way Back,552788,"Jan 23, 2009 - Feb 5, 2009",1.7166666666666668,1001
tt0800308,R,"Action, Crime, Drama, Romance, Western",469.0,Appaloosa,248847,"Jan 23, 2009 - Feb 5, 2009",1.9166666666666665,1290
tt2425486,R,"Comedy, Drama, Romance",342.0,Gloria,56454,"Jan 24, 2014 - May 15, 2014",1.8333333333333335,110
tt0489235,R,"Comedy, Fantasy, Horror",63.0,My Name Is Bruce,16432,"Oct 31, 2008 - Dec 14, 2008",1.4,4
tt2184339,R,"Horror, Thriller",208.0,The Purge,34058360,"Jun 7, 2013 - Aug 8, 2013",1.4166666666666667,2591
tt2473762,na,"Biography, Documentary, Drama",216.0,Before You Know It,1591,"May 30, 2014 - Jun 19, 2014",1.8333333333333335,3
tt1263670,R,"Drama, Music, Romance",381.0,Crazy Heart,82664,"May 30, 2014 - Jun 19, 2014",1.8666666666666667,1361
tt2290739,PG-13,"Horror, Thriller",83.0,The Devil's Hand,4239,"Oct 10, 2014 - Oct 16, 2014",1.4333333333333333,17
tt0757361,R,"Comedy, Drama",412.0,Margot at the Wedding,81035,"Nov 16, 2007 - Jan 31, 2008",1.55,121
tt2975578,R,"Action, Horror, Sci, Fi, Thriller",167.0,The Purge: Anarchy,29816675,"Jul 18, 2014 - Sep 18, 2014",1.7166666666666668,2856
tt1331025,PG-13,Documentary,491.0,The September Issue,220633,"Aug 28, 2009 - Feb 18, 2010",1.5,143
tt2209418,R,"Drama, Romance",224.0,Before Midnight,246914,"Aug 28, 2009 - Feb 18, 2010",1.8166666666666667,897
tt3729920,R,"Drama, Romance",111.0,The Disappearance of Eleanor Rigby: Them,66941,"Sep 12, 2014 - Nov 6, 2014",2.05,139
tt2908856,PG-13,"Comedy, Drama, Romance",478.0,My Old Lady,124680,"Sep 10, 2014 - Jan 15, 2015",1.7833333333333332,273
tt2004420,R,Comedy,237.0,Neighbors,49033915,"May 9, 2014 - Aug 21, 2014",1.6166666666666667,3311
tt0070917,na,"Horror, Mystery, Thriller",461.0,The Wicker Man,5493,"Sep 27, 2013 - Jan 12, 2014",1.4666666666666668,14
tt2036376,R,"Drama, Horror, Thriller",334.0,Girls Against Boys,6111,"Feb 1, 2013 - Feb 7, 2013",1.55,2
tt1210819,PG-13,"Action, Adventure, Comedy, Thriller, War, Western",182.0,The Lone Ranger,29210849,"Jul 3, 2013 - Oct 10, 2013",2.5,3904
tt1185431,PG-13,"Adventure, Biography, Comedy, Drama, Romance",140.0,My One and Only,58692,"Aug 21, 2009 - Nov 19, 2009",1.8,256
tt1278447,na,"Crime, Drama, Mystery, Thriller",133.0,Sikandar,1954,"Aug 21, 2009 - Aug 23, 2009",1.8333333333333335,9
tt2106361,PG-13,"Action, Adventure, Drama, Thriller",147.0,Into the Storm,17346427,"Aug 8, 2014 - Nov 20, 2014",1.4833333333333334,3434
tt1854564,PG,"Adventure, Family, Fantasy, Thriller",512.0,Percy Jackson: Sea of Monsters,14401054,"Aug 7, 2013 - Jan 30, 2014",1.7666666666666666,3080
tt1758830,R,"Comedy, Romance",376.0,This Is 40,11579175,"Dec 21, 2012 - Feb 28, 2013",2.2333333333333334,2931
tt1659337,PG-13,"Drama, Romance",467.0,The Perks of Being a Wallflower,228359,"Dec 21, 2012 - Feb 28, 2013",1.7166666666666668,745
tt0450314,R,"Action, Crime, Drama, Thriller",28.0,Punisher: War Zone,4271451,"Dec 5, 2008 - Dec 24, 2008",1.7166666666666668,2508
tt2205401,R,"Drama, Thriller",84.0,Addicted,7485346,"Oct 10, 2014 - Dec 4, 2014",1.7666666666666666,1037
tt0758774,R,"Action, Drama, Thriller",448.0,Body of Lies,12884416,"Oct 10, 2008 - Jan 15, 2009",2.1333333333333333,2714
tt2064960,na,"Documentary, History, Music",358.0,The Great Flood,3596,"Jan 8, 2014 - Oct 8, 2014",1.3333333333333333,1
tt2172935,R,Music,96.0,Metallica Through the Never,1576561,"Sep 27, 2013 - Oct 27, 2013",1.55,589
tt2070776,R,"Comedy, Romance, Sport",117.0,Populaire,15690,"Sep 6, 2013 - Oct 24, 2013",1.85,58
tt1178640,PG-13,"Action, Comedy, Crime",147.0,Beer for My Horses,209253,"Aug 8, 2008 - Nov 9, 2008",1.4333333333333333,91
tt1121931,R,"Action, Sci, Fi, Thriller",259.0,Crank: High Voltage,6963565,"Apr 17, 2009 - May 14, 2009",1.6,2223
tt0837796,R,Horror,56.0,House,327445,"Nov 7, 2008 - Dec 24, 2008",1.4666666666666668,363
tt1001508,PG-13,"Comedy, Drama, Romance",329.0,He's Just Not That Into You,27785487,"Feb 6, 2009 - Jun 18, 2009",2.15,3175
tt0865559,PG-13,"Comedy, Romance",210.0,My Life in Ruins,3223161,"Jun 5, 2009 - Sep 3, 2009",1.5833333333333335,1165
tt1234719,PG-13,"Action, Adventure, Crime, Sci, Fi, Thriller, War",406.0,Red Dawn,14276668,"Nov 21, 2012 - Feb 21, 2013",1.55,2781
tt0952640,PG,"Animation, Comedy, Family, Fantasy, Music",384.0,Alvin and the Chipmunks,44307417,"Dec 14, 2007 - Jun 5, 2008",1.5333333333333332,3499
tt1931435,R,"Comedy, Drama, Romance",250.0,The Big Wedding,7591663,"Apr 26, 2013 - Jul 4, 2013",1.4833333333333334,2633
tt1230215,R,Drama,376.0,Not Fade Away,19182,"Dec 21, 2012 - Jan 24, 2013",1.8666666666666667,565
tt0808357,NC-17,"Drama, History, Romance, Thriller, War",461.0,"Lust, Caution",63918,"Sep 28, 2007 - Jan 24, 2008",2.6166666666666667,143
tt1321511,R,"Action, Drama, Mystery, Thriller",400.0,Oldboy,885382,"Nov 27, 2013 - Jan 2, 2014",1.7333333333333334,583
tt0785007,PG-13,"Comedy, Fantasy, Romance",335.0,Over Her Dead Body,4600000,"Feb 1, 2008 - Mar 16, 2008",1.5833333333333335,1977
tt1231580,PG,"Animation, Comedy, Family, Music",374.0,Alvin and the Chipmunks: The Squeakquel,48875415,"Dec 23, 2009 - May 20, 2010",1.4666666666666668,3747
tt2713180,R,"Action, Drama, War",441.0,Fury,23702421,"Oct 17, 2014 - Jan 19, 2015",2.2333333333333334,3313
tt2177771,PG-13,"Comedy, Drama, History, War",328.0,The Monuments Men,22003433,"Feb 7, 2014 - May 18, 2014",1.9666666666666668,3083
tt0421073,R,"Action, Crime, Drama, Thriller",265.0,Street Kings,12469631,"Apr 11, 2008 - Jul 17, 2008",1.8166666666666667,2469
tt1153706,PG-13,"Action, Comedy, Music",224.0,Dance Flick,10643536,"May 22, 2009 - Jul 23, 2009",1.3833333333333333,2459
tt1190080,PG-13,"Action, Adventure, Sci, Fi",414.0,2012,65237614,"Nov 13, 2009 - Feb 25, 2010",2.6333333333333333,3444
tt0905979,R,"Animation, Documentary, History, War",307.0,Chicago 10,42724,"Feb 29, 2008 - Jul 24, 2008",1.8333333333333335,14
tt3567200,PG-13,Documentary,65.0,The Great Invisible,2348,"Oct 29, 2014 - Nov 13, 2014",1.5333333333333332,5
tt1216491,R,"Biography, Crime, Drama, Mystery, Thriller",84.0,Kill the Messenger,941809,"Oct 10, 2014 - Dec 11, 2014",1.8666666666666667,427
tt0486615,na,"Drama, Music",70.0,London Dreams,207964,"Oct 30, 2009 - Nov 8, 2009",2.4333333333333336,82
tt0976238,PG,"Comedy, Family",402.0,Old Dogs,16894511,"Nov 25, 2009 - Apr 1, 2010",1.4666666666666668,3425
tt1596753,PG-13,Documentary,117.0,Salinger,86956,"Sep 6, 2013 - Oct 17, 2013",2.0,138
tt1155060,R,"Drama, Romance, Thriller",271.0,Down the Shore,4808,"Apr 5, 2013 - Apr 11, 2013",1.55,2
tt1761005,PG-13,"Action, Drama, Mystery, Thriller",167.0,Persecuted,851391,"Jul 18, 2014 - Aug 14, 2014",1.5166666666666666,736
tt1893256,R,"Action, Drama, Thriller",187.0,Redemption,19977,"Jun 28, 2013 - Jul 11, 2013",1.6666666666666665,19
tt1800241,R,"Crime, Drama",384.0,American Hustle,740455,"Jun 28, 2013 - Jul 11, 2013",2.3,2629
tt1907707,R,"Crime, Drama",348.0,LUV,83194,"Jan 18, 2013 - Feb 14, 2013",1.5666666666666667,45
tt0913413,PG-13,"Comedy, Drama, Music",133.0,The Marc Pease Experience,2641,"Aug 21, 2009 - Aug 27, 2009",1.4,10
tt0808417,PG-13,"Animation, Biography, Drama, Family, History, War",373.0,Persepolis,88826,"Dec 25, 2007 - May 22, 2008",1.6,536
tt2239832,PG-13,"Comedy, Romance",195.0,Think Like a Man Too,29241911,"Jun 20, 2014 - Aug 17, 2014",1.7666666666666666,2225
tt1535109,PG-13,"Biography, Crime, Drama, Thriller",447.0,Captain Phillips,25718314,"Oct 11, 2013 - Mar 2, 2014",2.2333333333333334,3143
tt1144541,PG,"Comedy, Drama, Romance",287.0,Coyote County Loser,4724,"Mar 20, 2009 - May 21, 2009",1.5333333333333332,2
tt1946347,PG,"Adventure, Animation, Comedy",52.0,Gladiators of Rome,1920,"Nov 11, 2014 - Nov 20, 2014",1.5666666666666667,11
tt0427309,PG-13,"Biography, Drama, Romance",373.0,The Great Debaters,6005180,"Dec 25, 2007 - Apr 17, 2008",2.1,1290
tt0415856,R,"Drama, Music",105.0,Hounddog,13744,"Sep 19, 2008 - Dec 17, 2008",1.7,11
tt0117998,na,"Action, Adventure, Thriller",236.0,Twister,41059405,"May 10, 1996",1.8833333333333333,2808
tt1185836,PG-13,"Comedy, Drama, Romance",163.0,Adam,68377,"Jul 29, 2009 - Nov 15, 2009",1.65,177
tt0457400,PG-13,"Action, Adventure, Comedy, Sci, Fi",210.0,Land of the Lost,18837350,"Jun 5, 2009 - Aug 13, 2009",1.7,3534
tt2872732,R,"Action, Sci, Fi, Thriller",161.0,Lucy,43899340,"Jul 25, 2014 - Nov 6, 2014",1.4833333333333334,3202
tt0785006,PG,"Comedy, Family",350.0,Hotel for Dogs,17012212,"Jan 16, 2009 - May 28, 2009",1.6666666666666665,3271
tt1043726,PG-13,"Action, Adventure, Fantasy",356.0,The Legend of Hercules,8868318,"Jan 10, 2014 - Mar 13, 2014",1.65,2104
tt0852713,PG-13,"Comedy, Romance",132.0,The House Bunny,14533702,"Aug 22, 2008 - Oct 12, 2008",1.6166666666666667,2763
tt0818165,R,"Crime, Mystery, Thriller",56.0,The Alphabet Killer,11000,"Nov 7, 2008 - Dec 14, 2008",1.6333333333333333,2
tt2112124,na,"Action, Comedy",146.0,Chennai Express,2220497,"Aug 8, 2013 - Oct 3, 2013",2.35,196
tt1865346,na,"Action, Adventure, Comedy, Horror, Sci, Fi, Thriller",187.0,Detention of the Dead,1332,"Jun 28, 2013 - Jul 4, 2013",1.45,2
tt0116250,PG,"Biography, Drama, History, Musical",372.0,Evita,195085,"Jun 28, 2013 - Jul 4, 2013",2.25,1045
tt0770752,PG-13,"Action, Adventure, Comedy, Romance, Thriller",328.0,Fool's Gold,21589295,"Feb 8, 2008 - May 29, 2008",1.8666666666666667,3125
tt2884206,R,"Drama, Romance, Sci, Fi",167.0,I Origins,27652,"Jul 18, 2014 - Aug 21, 2014",1.7666666666666666,122
tt1453405,G,"Adventure, Animation, Comedy, Family, Fantasy",196.0,Monsters University,82429469,"Jun 21, 2013 - Dec 19, 2013",1.7333333333333334,4004
tt0956038,PG-13,"Drama, Romance",462.0,Nights in Rodanthe,13418454,"Sep 26, 2008 - Jan 15, 2009",1.6166666666666667,2704
tt1012804,R,"Drama, Sport",244.0,Redbelt,63361,"Sep 26, 2008 - Jan 15, 2009",1.65,1379
tt0960731,PG,"Comedy, Family, Fantasy, Romance",372.0,Bedtime Stories,27450296,"Dec 25, 2008 - Mar 12, 2009",1.65,3684
tt1179258,R,"Comedy, Drama, Romance",189.0,Ch茅ri,405701,"Jun 26, 2009 - Aug 27, 2009",1.6666666666666665,191
tt0963807,PG,Documentary,497.0,I.O.U.S.A.,61313,"Aug 22, 2008 - Mar 2, 2009",1.4166666666666667,358
tt0048308,na,"Biography, Drama, Romance",448.0,Lola Mont猫s,12569,"Oct 10, 2008 - Mar 26, 2009",1.9333333333333333,4
tt1020072,PG-13,"Biography, Drama, History",372.0,Selma,571450,"Oct 10, 2008 - Mar 26, 2009",2.1333333333333333,2235
tt3106868,PG,Documentary,272.0,Watermark,7724,"Apr 4, 2014 - May 15, 2014",1.5333333333333332,16
tt0058898,na,"Drama, Mystery, Sci, Fi, Thriller",328.0,Alphaville,7298,"Feb 7, 2014 - Jun 5, 2014",1.65,2
tt1462411,R,"Drama, Romance",426.0,Big Sur,16835,"Nov 1, 2013 - Jan 2, 2014",1.35,13
tt0119141,PG-13,"Comedy, Drama, Romance",321.0,Fools Rush In,8588068,"Feb 14, 1997",1.8166666666666667,1701
tt1201167,R,"Comedy, Drama",154.0,Funny People,22657780,"Jul 31, 2009 - Sep 17, 2009",2.4333333333333336,3008
tt1707386,PG-13,"Drama, History, Musical, Romance, War",372.0,Les Mis茅rables,27281735,"Dec 25, 2012 - Apr 4, 2013",2.6333333333333333,2927
tt1326954,na,Documentary,56.0,Oh My God,8263,"Nov 13, 2009 - Dec 31, 2009",1.55,7
tt0898367,R,Drama,402.0,The Road,1502231,"Nov 25, 2009 - Mar 21, 2010",1.85,396
tt0839980,R,"Comedy, Sport",307.0,Semi-Pro,15200000,"Feb 29, 2008 - May 1, 2008",1.5166666666666666,3121
tt0891592,PG-13,"Action, Crime, Thriller",308.0,Street Fighter: The Legend of Chun-Li,4721110,"Feb 27, 2009 - May 10, 2009",1.6,1164
tt1125849,R,"Drama, Sport",380.0,The Wrestler,202714,"Feb 27, 2009 - May 10, 2009",1.8166666666666667,776
tt0492619,R,Comedy,216.0,The Foot Fist Way,36391,"May 30, 2008 - Aug 14, 2008",1.4166666666666667,25
tt3142232,na,"Action, Romance",223.0,Heropanti,32831,"May 23, 2014 - Jun 19, 2014",2.4333333333333336,16
tt1155056,R,"Comedy, Romance",287.0,"I Love You, Man",17810270,"Mar 20, 2009 - Jun 4, 2009",1.75,2829
tt0120751,PG,"Action, Adventure, Family, Fantasy, Thriller",372.0,Mighty Joe Young,10602042,"Dec 25, 1998",1.9,2559
tt2052015,na,"Crime, Drama",244.0,Water & Power,39428,"May 2, 2014 - May 27, 2014",1.4666666666666668,16
tt0389790,PG,"Adventure, Animation, Comedy, Family",426.0,Bee Movie,38021044,"Nov 2, 2007 - Feb 14, 2008",1.5166666666666666,3984
tt1032815,PG-13,"Comedy, Romance",175.0,"I Love You, Beth Cooper",4919433,"Jul 10, 2009 - Oct 1, 2009",1.7,1872
tt1311060,R,Comedy,91.0,A.C.O.D.,19001,"Oct 4, 2013 - Nov 7, 2013",1.4666666666666668,42
tt0871426,PG-13,"Comedy, Romance",251.0,Baby Mama,17407110,"Apr 25, 2008 - Jul 24, 2008",1.65,2627
tt1060277,PG-13,"Action, Horror, Sci, Fi, Thriller",349.0,Cloverfield,40058229,"Jan 18, 2008 - Apr 10, 2008",1.4166666666666667,3411
tt3203890,PG,"Comedy, Romance",91.0,Pulling Strings,2467168,"Oct 4, 2013 - Nov 21, 2013",1.85,438
tt2381335,PG,Documentary,237.0,Fed Up,126028,"May 9, 2014 - Aug 28, 2014",1.5333333333333332,104
tt1922748,PG-13,"Drama, Family, Sport",110.0,The Investigator,93690,"Sep 13, 2013 - Sep 19, 2013",1.6833333333333333,11
tt0198781,G,"Adventure, Animation, Comedy, Family, Fantasy",378.0,"Monsters, Inc.",4774686,"Dec 19, 2012 - May 2, 2013",1.5333333333333332,2618
tt0482599,PG-13,"Horror, Mystery, Thriller",286.0,Shutter,10447559,"Mar 21, 2008 - Jun 26, 2008",1.4166666666666667,2756
tt0775552,PG,"Adventure, Comedy, Family, Fantasy, Sci, Fi",161.0,Aliens in the Attic,8008423,"Jul 31, 2009 - Nov 22, 2009",1.4333333333333333,3108
tt0120484,PG-13,"Comedy, Sport",421.0,The Waterboy,39414071,"Nov 6, 1998",1.5,2782
tt0816711,PG-13,"Action, Adventure, Horror, Sci, Fi",194.0,World War Z,66411834,"Jun 21, 2013 - Oct 10, 2013",1.9333333333333333,3607
tt0120587,PG,"Adventure, Animation, Comedy, Family",456.0,Antz,17195160,"Oct 2, 1998",1.3833333333333333,2929
tt1921064,PG-13,"Action, Adventure, Drama, History, Romance",314.0,Pompeii,10340823,"Feb 21, 2014 - Apr 20, 2014",1.75,2658
tt0892255,na,na,385.0,Che: Part One/Che: Part Two,61070,"Dec 12, 2008 - May 21, 2009",4.483333333333333,39
tt1986769,PG-13,"Action, Drama, History, Romance, War",461.0,Alone Yet Not Alone,125775,"Sep 27, 2013 - Jul 3, 2014",1.7166666666666668,103
tt0918927,PG-13,"Drama, Mystery",385.0,Doubt,507226,"Sep 27, 2013 - Jul 3, 2014",1.7333333333333334,1287
tt0804492,PG-13,"Comedy, Romance",328.0,The Hottie & the Nottie,27696,"Feb 8, 2008 - Feb 10, 2008",1.5166666666666666,111
tt2382396,R,"Crime, Drama",265.0,Joe,105881,"Apr 11, 2014 - May 22, 2014",1.95,48
tt1078912,PG,"Adventure, Comedy, Family, Fantasy",224.0,Night at the Museum: Battle of the Smithsonian,54173286,"May 22, 2009 - Nov 1, 2009",1.75,4101
tt1675434,R,"Biography, Comedy, Drama",586.0,The Intouchables,103507,"May 25, 2012 - Jan 17, 2013",1.8666666666666667,194
tt0055082,na,"Drama, Romance, War",259.0,"L茅on Morin, Priest",9515,"Apr 17, 2009 - Sep 17, 2009",1.95,1
tt0947802,na,"Crime, Drama, Thriller",104.0,Lakeview Terrace,15004672,"Sep 19, 2008 - Nov 2, 2008",1.8333333333333335,2574
tt2318625,na,"Drama, Romance, Thriller",96.0,Out in the Dark,14067,"Sep 27, 2013 - Oct 10, 2013",1.6,6
tt2442502,na,"Comedy, Romance",16.0,Anything for Alice,738,"Dec 17, 2014 - Dec 21, 2014",1.65,1
tt1288558,R,"Fantasy, Horror, Thriller",271.0,Evil Dead,25775847,"Apr 5, 2013 - Jun 9, 2013",1.5166666666666666,3025
tt0882977,PG-13,"Action, Drama, Thriller",313.0,Snitch,13167607,"Feb 22, 2013 - May 30, 2013",1.8666666666666667,2511
tt1629757,PG,"Biography, Drama, Sport",432.0,Chasing Mavericks,2268274,"Oct 26, 2012 - Jan 13, 2013",1.9333333333333333,2030
tt2692250,PG,"Adventure, Comedy, Family, Fantasy",378.0,Night at the Museum: Secret of the Tomb,17100520,"Dec 19, 2014 - Jul 9, 2015",1.6333333333333333,3914
tt0971209,R,"Drama, Mystery, Thriller",147.0,A Perfect Getaway,5948555,"Aug 7, 2009 - Sep 17, 2009",1.6333333333333333,2159
tt1821694,PG-13,"Action, Comedy, Crime, Thriller",166.0,RED 2,18048422,"Jul 19, 2013 - Oct 17, 2013",1.9333333333333333,3016
tt2586000,na,"Comedy, Drama",153.0,The Strange Little Cat,3594,"Aug 1, 2014 - Aug 7, 2014",1.2,1
tt1213644,PG-13,Comedy,125.0,Disaster Movie,5836973,"Aug 29, 2008 - Oct 23, 2008",1.45,2642
tt2883512,R,"Adventure, Comedy, Drama",237.0,Chef,204961,"Aug 29, 2008 - Oct 23, 2008",1.9,1298
tt0435651,PG-13,"Drama, Romance, Sci, Fi",140.0,The Giver,12305016,"Aug 15, 2014 - Dec 11, 2014",1.6166666666666667,3003
tt1045670,R,"Comedy, Drama, Romance",448.0,Happy-Go-Lucky,73867,"Oct 10, 2008 - Jan 22, 2009",1.9666666666666668,202
tt2386502,PG,"Drama, Family, Romance",230.0,A Long Way Off,1926,"May 16, 2014 - Aug 7, 2014",1.75,15
tt1655603,na,Thriller,188.0,Evil Intent,205,"Jun 29, 2013 - Nov 3, 2013",1.2333333333333334,2
tt1622563,na,"Comedy, Romance",320.0,Almost in Love,1110,"Feb 15, 2013",1.35,1
tt0981072,R,"Comedy, Drama, War",97.0,The Lucky Ones,183088,"Sep 26, 2008 - Oct 2, 2008",1.9166666666666665,425
tt0876563,na,"Adventure, Animation, Comedy, Family, Fantasy",140.0,Ponyo,3585852,"Aug 14, 2009 - Nov 5, 2009",1.6833333333333333,927
tt1706620,R,"Action, Drama, Sci, Fi",188.0,Snowpiercer,171187,"Jun 27, 2014 - Oct 23, 2014",2.1,356
tt1182972,na,"Comedy, Drama, Romance",139.0,Bachna Ae Haseeno,322431,"Aug 15, 2008 - Sep 4, 2008",2.533333333333333,71
tt1134665,R,Documentary,91.0,Chelsea on the Rocks,4286,"Oct 2, 2009 - Oct 18, 2009",1.4833333333333334,1
tt0808279,R,"Crime, Drama, Horror, Thriller",293.0,Funny Games,544833,"Mar 14, 2008 - May 1, 2008",1.85,288
tt0760329,PG,"Adventure, Family, Fantasy",373.0,The Water Horse,9186054,"Dec 25, 2007 - Feb 10, 2008",1.8666666666666667,2777
tt1618432,PG,"Crime, Drama, Romance",77.0,I'm in Love with a Church Girl,971826,"Oct 18, 2013 - Nov 26, 2013",1.9666666666666668,458
tt0060371,na,"Documentary, Sport",162.0,The Endless Summer,na,"Jul 23, 2014 - Jul 24, 2014",1.5833333333333335,32
tt2980592,R,"Action, Comedy, Crime, Horror, Mystery, Thriller",106.0,The Guest,84527,"Sep 17, 2014 - Oct 26, 2014",1.6666666666666665,53
tt1174041,na,"Comedy, Drama, Romance",77.0,Main Aurr Mrs Khanna,121134,"Oct 16, 2009 - Nov 5, 2009",1.8166666666666667,59
tt1390539,PG,"Adventure, Family, Fantasy",306.0,The Lost Medallion: The Adventures of Billy Stone,143532,"Mar 1, 2013 - May 16, 2013",1.6166666666666667,68
tt0119718,PG,"Adventure, Comedy, Family",372.0,Mr. Magoo,5233631,"Dec 25, 1997",1.45,1857
tt0834001,R,"Action, Adventure, Fantasy, Sci, Fi, Thriller",343.0,Underworld: Rise of the Lycans,20828511,"Jan 23, 2009 - Mar 1, 2009",1.5333333333333332,2942
tt0118571,R,"Action, Drama, Thriller",525.0,Air Force One,37132505,"Jul 25, 1997",2.066666666666667,2981
tt0118607,R,"Biography, Drama, History",387.0,Amistad,4573523,"Jul 25, 1997",2.5833333333333335,1019
tt2235108,R,"Comedy, Drama, Romance",441.0,Dear White People,347959,"Oct 17, 2014 - Jan 25, 2015",1.8,393
tt1157620,R,"Documentary, Music",160.0,CSNY/D茅j脿 Vu,33997,"Jul 25, 2008 - Oct 30, 2008",1.6,24
tt0457419,G,"Comedy, Family, Fantasy",412.0,Mr. Magorium's Wonder Emporium,9630085,"Nov 16, 2007 - Mar 13, 2008",1.55,3168
tt0482572,R,"Crime, Drama, Thriller",70.0,Pride and Glory,6262396,"Oct 24, 2008 - Dec 11, 2008",2.1666666666666665,2585
tt0120885,R,"Comedy, Drama",372.0,Wag the Dog,92079,"Dec 25, 1997 - Jan 9, 1998",1.6166666666666667,1752
tt0119822,PG-13,"Comedy, Drama, Romance",374.0,As Good as It Gets,12606928,"Dec 23, 1997 - Dec 25, 1997",2.3166666666666664,1837
tt2404463,R,"Action, Comedy, Crime",189.0,The Heat,39115043,"Jun 28, 2013 - Dec 12, 2013",1.95,3184
tt1221208,R,"Biography, Drama",272.0,Frankie & Alice,350647,"Apr 4, 2014 - May 1, 2014",1.6833333333333333,171
tt2267998,R,"Drama, Mystery, Thriller",455.0,Gone Girl,37513109,"Oct 3, 2014 - Feb 26, 2015",2.4833333333333334,3284
tt0120521,R,Drama,372.0,The Winter Guest,20533,"Dec 25, 1997 - Apr 16, 1998",1.8,21
tt2176228,na,Drama,167.0,As It Is in Heaven,531,"Jul 18, 2014 - Aug 14, 2014",1.4333333333333333,2
tt2318092,PG-13,"Drama, Romance",321.0,Endless Love,13307125,"Feb 14, 2014 - Mar 20, 2014",1.7333333333333334,2896
