IMDbPro_ID,MPAA,genres,in_release_period,movie_name,opening_money,release_date,running_time,widest_release
tt1047540,PG,"Comedy, Family",372.0,Parental Guidance,14554053,"Dec 25, 2012 - May 23, 2013",1.75,3368
tt1151915,PG-13,"Comedy, Drama, Romance",385.0,Nothing Like the Holidays,3531664,"Dec 12, 2008 - Jan 29, 2009",1.6333333333333333,1671
tt1111948,R,"Comedy, Drama, Music",420.0,Soul Men,5401605,"Nov 7, 2008 - Feb 5, 2009",1.6666666666666665,2048
tt1078940,PG-13,Comedy,449.0,Couples Retreat,34286740,"Oct 9, 2009 - Feb 4, 2010",1.8833333333333333,3074
tt1185420,na,"Comedy, Drama, Romance",49.0,Dostana,645604,"Nov 14, 2008 - Dec 11, 2008",2.4166666666666665,74
tt1078188,R,Drama,162.0,Boy A,13024,"Jul 23, 2008 - Aug 28, 2008",1.7,10
tt0083658,R,"Action, Sci, Fi, Thriller",454.0,Blade Runner,89150,"Oct 5, 2007 - Apr 3, 2008",1.95,20
tt2459022,na,"Adventure, Comedy, Drama",327.0,Lost in Thailand,32206,"Feb 8, 2013 - Feb 21, 2013",1.75,35
tt0119942,R,"Comedy, Drama",287.0,Primary Colors,12045395,"Mar 20, 1998 - Jun 25, 1998",2.3833333333333333,1976
tt1866249,R,"Biography, Comedy, Drama, Romance",439.0,The Sessions,113467,"Oct 19, 2012 - Mar 14, 2013",1.5833333333333335,516
tt2644800,na,"Comedy, Romance",98.0,H么tel Normandy,2552,"Sep 27, 2013 - Nov 3, 2013",1.6166666666666667,1
tt1047007,PG,"Documentary, Music",267.0,Young@Heart,50937,"Apr 9, 2008 - Sep 25, 2008",1.7833333333333332,212
tt1267297,PG-13,"Action, Adventure, Fantasy",160.0,Hercules,29800263,"Jul 25, 2014 - Oct 16, 2014",1.6333333333333333,3595
tt0892782,PG,"Action, Adventure, Animation, Comedy, Family, Sci, Fi, Thriller",280.0,Monsters vs. Aliens,59321095,"Mar 27, 2009 - Aug 27, 2009",1.5666666666666667,4136
tt1972779,PG-13,"Drama, Romance",441.0,The Best of Me,10003827,"Oct 17, 2014 - Jan 15, 2015",1.9666666666666668,2936
tt0118880,R,"Action, Crime, Thriller",209.0,Con Air,24131738,"Jun 6, 1997 - Oct 16, 1997",1.9166666666666665,2941
tt0472071,PG,"Drama, History, Romance, Thriller",174.0,Death Defying Acts,3561,"Jul 11, 2008 - Jul 17, 2008",1.6166666666666667,2
tt1171238,na,"Documentary, Sport",65.0,The First Basket,1819,"Oct 29, 2008 - Dec 11, 2008",1.4333333333333333,4
tt1351685,PG-13,"Adventure, Fantasy",306.0,Jack the Giant Slayer,27202226,"Mar 1, 2013 - Jun 13, 2013",1.9,3525
tt2505856,na,Horror,291.0,Infliction,816,"Mar 16, 2014 - Jul 13, 2014",1.6666666666666665,2
tt1545660,R,"Action, Adventure, Comedy, Fantasy, Horror",345.0,Knights of Badassdom,17449,"Jan 21, 2014 - Feb 27, 2014",1.4333333333333333,13
tt1129396,R,"Drama, Sci, Fi",188.0,Radio Free Albemuth,5553,"Jun 27, 2014 - Jul 3, 2014",1.85,10
tt1396226,R,"Drama, Romance, War",28.0,Twice Born,14947,"Dec 6, 2013 - Dec 12, 2013",2.1166666666666667,10
tt2553908,R,"Drama, History, War",243.0,"Cinco de Mayo, La Batalla",83586,"May 3, 2013 - May 23, 2013",2.0833333333333335,43
tt2390237,R,"Comedy, Romance, Sport",265.0,Cuban Fury,57105,"Apr 11, 2014 - Apr 24, 2014",1.6333333333333333,79
tt1837709,PG-13,"Drama, Fantasy, Mystery, Romance",321.0,Winter's Tale,7297694,"Feb 14, 2014 - Apr 3, 2014",1.9666666666666668,2965
tt0446676,PG-13,"Comedy, Drama, Thriller",251.0,Deal,35281,"Apr 25, 2008 - May 8, 2008",1.4166666666666667,51
tt0445336,na,"Comedy, Drama, Music",156.0,"You, the Living",6924,"Jul 29, 2009 - Aug 9, 2009",1.5833333333333335,1
tt1308729,R,"Action, Crime, Thriller",334.0,Bullet to the Head,4548201,"Feb 1, 2013 - Mar 14, 2013",1.5333333333333332,2404
tt2295722,R,"Action, Adventure, Crime, Thriller",118.0,Falcon Rising,8691,"Sep 5, 2014 - Sep 11, 2014",1.7166666666666668,10
tt1446192,PG,"Action, Adventure, Animation, Comedy, Family, Fantasy, Sci, Fi",406.0,Rise of the Guardians,23773465,"Nov 21, 2012 - Apr 11, 2013",1.6166666666666667,3672
tt0473367,na,"Comedy, Drama, Romance",181.0,Jaane Tu... Ya Jaane Na,205203,"Jul 4, 2008 - Aug 7, 2008",2.5833333333333335,40
tt1187044,na,"Comedy, Drama",442.0,The Maid,17036,"Oct 16, 2009 - Mar 25, 2010",1.5833333333333335,19
tt0387564,R,"Horror, Mystery, Thriller",62.0,Saw,650051,"Oct 31, 2014 - Nov 6, 2014",1.7166666666666668,2063
tt1018785,PG-13,"Comedy, Drama, Romance",149.0,The Sisterhood of the Traveling Pants 2,10678430,"Aug 6, 2008 - Nov 13, 2008",1.9833333333333334,2714
tt2172985,R,"Comedy, Crime, Thriller",293.0,The Art of the Steal,40003,"Mar 14, 2014 - Mar 27, 2014",1.5,60
tt1161418,PG-13,"Adventure, Comedy, Sci, Fi",70.0,Gentlemen Broncos,11502,"Oct 30, 2009 - Dec 10, 2009",1.4833333333333334,18
tt0903624,PG-13,"Adventure, Family, Fantasy",383.0,The Hobbit: An Unexpected Journey,84617303,"Dec 14, 2012 - Apr 25, 2013",2.8166666666666664,4100
tt0367882,PG-13,"Action, Adventure",224.0,Indiana Jones and the Kingdom of the Crystal Skull,100137835,"May 22, 2008 - Oct 16, 2008",2.033333333333333,4264
tt1084950,R,"Drama, Romance",455.0,Rachel Getting Married,293369,"Oct 3, 2008 - Apr 23, 2009",1.8833333333333333,391
tt1748260,PG-13,Drama,208.0,Tiger Eyes,10874,"Jun 7, 2013 - Jul 9, 2013",1.5333333333333332,17
tt1129423,PG,"Drama, Fantasy, Romance",462.0,Fireproof,6836036,"Sep 26, 2008 - Jan 29, 2009",2.033333333333333,905
tt1170358,PG-13,"Adventure, Fantasy",384.0,The Hobbit: The Desolation of Smaug,73645197,"Dec 13, 2013 - Apr 17, 2014",2.6833333333333336,3928
tt0107290,PG-13,"Action, Adventure, Sci, Fi, Thriller",271.0,Jurassic Park,18620145,"Apr 5, 2013 - May 23, 2013",2.1166666666666667,2778
tt2557490,R,"Comedy, Western",216.0,A Million Ways to Die in the West,16797385,"May 30, 2014 - Jul 17, 2014",1.9333333333333333,3160
tt0465234,PG,"Action, Adventure, Family, Mystery, Thriller",377.0,National Treasure: Book of Secrets,44783772,"Dec 21, 2007 - Jun 19, 2008",2.066666666666667,3832
tt3169706,R,"Biography, Comedy, Drama, History, Romance",98.0,Pride,100040,"Sep 26, 2014 - Nov 20, 2014",1.9833333333333334,124
tt2870612,R,"Horror, Mystery, Thriller",125.0,"As Above, So Below",8632820,"Aug 29, 2014 - Oct 9, 2014",1.55,2650
tt0200465,na,"Crime, Thriller",300.0,The Bank Job,5935256,"Mar 7, 2008 - Jun 5, 2008",1.85,1613
tt0362478,PG-13,"Drama, Fantasy, Mystery, Sci, Fi, Thriller",421.0,The Box,7571417,"Nov 6, 2009 - Jan 7, 2009",1.9166666666666665,2635
tt0460791,R,"Adventure, Drama, Fantasy",967.0,The Fall,79611,"May 9, 2008 - Jan 7, 2010",1.95,111
tt2310332,PG-13,"Adventure, Fantasy",380.0,The Hobbit: The Battle of the Five Armies,54724334,"Dec 17, 2014 - Apr 2, 2015",2.4,3875
tt1179904,R,"Horror, Mystery, Thriller",463.0,Paranormal Activity,77873,"Dec 17, 2014 - Apr 2, 2015",1.4333333333333333,2712
tt1232783,R,"Horror, Mystery",112.0,Sorority Row,5059802,"Sep 11, 2009 - Nov 5, 2009",1.6833333333333333,2665
tt1551641,R,"Biography, Drama, History",117.0,Winnie Mandela,61847,"Sep 6, 2013 - Sep 12, 2013",1.7333333333333334,32
tt1731141,PG-13,"Action, Adventure, Fantasy, Sci, Fi",426.0,Ender's Game,27017351,"Nov 1, 2013 - Jan 9, 2014",1.9,3407
tt0838232,PG,"Action, Adventure, Comedy, Crime, Family, Mystery",329.0,The Pink Panther 2,11588150,"Feb 6, 2009 - Mar 22, 2009",1.5333333333333332,3245
tt1413495,PG-13,"Drama, Thriller",138.0,Paranoia,3528376,"Aug 16, 2013 - Oct 3, 2013",1.7666666666666666,2459
tt2181831,na,"Biography, Drama",75.0,Shahid,12153,"Oct 18, 2013 - Oct 20, 2013",2.15,16
tt1132626,R,"Horror, Mystery, Thriller",70.0,Saw V,30053954,"Oct 24, 2008 - Dec 11, 2008",1.5333333333333332,3084
tt0862846,R,"Comedy, Drama",294.0,Sunshine Cleaning,219190,"Oct 24, 2008 - Dec 11, 2008",1.5166666666666666,642
tt1175491,PG-13,"Biography, Comedy, Drama, History",77.0,W.,10505668,"Oct 17, 2008 - Dec 4, 2008",2.15,2050
tt1215458,na,Comedy,34.0,Box Elder,3188,"Mar 3, 2008",1.4833333333333334,2
tt1233227,R,"Horror, Mystery, Thriller",77.0,Saw VI,14118444,"Oct 23, 2009 - Nov 24, 2009",1.5,3036
tt1082886,R,"Comedy, Drama, Romance",182.0,The Wackness,138401,"Jul 3, 2008 - Oct 23, 2008",1.65,142
tt1697887,na,Drama,348.0,Brief Reunion,3085,"Jan 18, 2013 - Feb 14, 2013",1.4666666666666668,2
tt0790657,R,"Comedy, Romance",118.0,Everybody Wants to Be Italian,197861,"Sep 5, 2008 - Oct 16, 2008",1.75,98
tt2083355,R,"Comedy, Drama",412.0,The Best Man Holiday,30107555,"Nov 15, 2013 - Jan 9, 2014",2.05,2041
tt0119567,PG-13,"Action, Adventure, Sci, Fi",223.0,The Lost World: Jurassic Park,72132785,"May 23, 1997",2.15,3565
tt1204975,PG-13,"Comedy, Drama",426.0,Last Vegas,16334566,"Nov 1, 2013 - Feb 20, 2014",1.75,3237
tt1205489,R,Drama,385.0,Gran Torino,271720,"Nov 1, 2013 - Feb 20, 2014",1.9333333333333333,3045
tt1206543,R,"Action, Crime, Drama, Thriller",393.0,Out of the Furnace,5220288,"Nov 1, 2013 - Feb 20, 2014",1.9333333333333333,2101
tt1772341,PG,"Adventure, Animation, Comedy, Family, Fantasy",425.0,Wreck-It Ralph,49038712,"Nov 2, 2012 - May 2, 2013",1.6833333333333333,3752
tt0120623,na,"Adventure, Animation, Comedy, Family",407.0,A Bug's Life,291121,"Nov 2, 2012 - May 2, 2013",1.5833333333333335,2773
tt1229366,na,"Comedy, Drama, Romance",140.0,Life Partner,49898,"Aug 14, 2009 - Aug 27, 2009",2.3,26
tt1560747,R,Drama,474.0,The Master,736311,"Aug 14, 2009 - Aug 27, 2009",2.3,864
tt1182937,na,"Comedy, Drama, Music, Romance",385.0,Rab Ne Bana Di Jodi,920995,"Dec 12, 2008 - Jan 15, 2009",2.783333333333333,83
tt2140373,PG-13,"Biography, Comedy, Drama",384.0,Saving Mr. Banks,413373,"Dec 12, 2008 - Jan 15, 2009",2.0833333333333335,2671
tt0473705,PG-13,"Crime, Drama, Mystery, Thriller",259.0,State of Play,14071280,"Apr 17, 2009 - Jun 18, 2009",2.1166666666666667,2807
tt0086928,na,"Documentary, Music",670.0,Tosca's Kiss,418,"Jun 6, 2014",1.45,2
tt1186370,R,"Comedy, Drama, Romance",140.0,Spread,122948,"Aug 14, 2009 - Sep 10, 2009",1.6166666666666667,103
tt0409379,R,"Crime, Drama, Thriller",314.0,In Secret,265586,"Feb 21, 2014 - Mar 6, 2014",1.7833333333333332,266
tt0465494,R,"Action, Crime, Thriller",407.0,Hitman,13180769,"Nov 21, 2007 - Mar 13, 2008",1.6666666666666665,2468
tt0846308,na,"Comedy, Drama, Family",195.0,Kit Kittredge: An American Girl,220297,"Nov 21, 2007 - Mar 13, 2008",1.6833333333333333,1849
tt0827517,R,Drama,230.0,Reprise,49060,"May 16, 2008 - Jul 24, 2008",1.75,15
tt0960144,PG-13,Comedy,209.0,You Don't Mess with the Zohan,38531374,"Jun 6, 2008 - Sep 7, 2008",1.8833333333333333,3466
tt0976222,PG,"Comedy, Drama, Family, Music, Romance",140.0,Bandslam,2231273,"Aug 14, 2009 - Sep 24, 2009",1.85,2121
tt0991150,PG,"Comedy, Crime, Family",342.0,Christmas in Wonderland,689,"Jan 25, 2008 - Jan 27, 2008",1.5833333333333335,2
tt1083456,PG-13,"Comedy, Sport",315.0,Fired Up!,5483778,"Feb 20, 2009 - Apr 5, 2009",1.5,1811
tt1876373,na,Comedy,208.0,Lost and Found in Armenia,49829,"Jun 7, 2013 - Jul 11, 2013",1.6666666666666665,9
tt1375789,na,"Action, Crime, Thriller",341.0,Race 2,884757,"Jan 25, 2013 - Feb 28, 2013",2.5,153
tt1020876,na,"Documentary, Short",73.0,Under the Sea 3D,661185,"Feb 13, 2009",0.75,108
tt1699755,PG-13,"Comedy, Romance",236.0,Peeples,4611534,"May 10, 2013 - Jun 13, 2013",1.5833333333333335,2041
tt1032856,PG-13,"Comedy, Drama, Music, Romance",328.0,The Band's Visit,67492,"Feb 8, 2008 - Jul 10, 2008",1.45,121
tt1549920,R,"Action, Thriller",348.0,The Last Stand,6281433,"Jan 18, 2013 - Feb 28, 2013",1.7833333333333332,2913
tt0910936,R,"Action, Comedy, Crime",148.0,Pineapple Express,23245025,"Aug 6, 2008",1.85,3072
tt0796307,PG-13,"Adventure, Drama",288.0,Under the Same Moon,2769655,"Mar 19, 2008 - Jul 17, 2008",1.7666666666666666,454
tt0486259,PG-13,Documentary,160.0,American Teen,45589,"Jul 25, 2008 - Sep 25, 2008",1.5833333333333335,109
tt2905838,na,"Action, Adventure, Comedy, Thriller",91.0,Bang Bang,1278690,"Oct 2, 2014 - Oct 19, 2014",2.55,271
tt0461770,PG,"Animation, Comedy, Family, Fantasy, Musical, Romance",407.0,Enchanted,34440317,"Nov 21, 2007 - Mar 13, 2008",1.7833333333333332,3730
tt2133243,na,Drama,349.0,Indigo Children,1829,"Jan 17, 2014 - Jan 23, 2014",1.2,1
tt0814022,R,"Action, Crime, Thriller",118.0,Bangkok Dangerous,7783266,"Sep 5, 2008 - Oct 23, 2008",1.65,2654
tt0882969,PG,"Comedy, Romance",259.0,The Golden Boys,18366,"Apr 17, 2009 - Aug 13, 2009",1.6166666666666667,20
tt0419887,PG-13,Drama,384.0,The Kite Runner,471713,"Apr 17, 2009 - Aug 13, 2009",2.1333333333333333,715
tt0467406,PG-13,"Comedy, Drama",393.0,Juno,413869,"Apr 17, 2009 - Aug 13, 2009",1.6,2534
tt1647668,PG,"Biography, Drama, Sport",230.0,Million Dollar Arm,10515659,"May 16, 2014 - Aug 21, 2014",2.066666666666667,3019
tt1075417,PG,"Action, Adventure, Family, Fantasy, Sci, Fi, Thriller",294.0,Race to Witch Mountain,24402214,"Mar 13, 2009 - Jul 9, 2009",1.6333333333333333,3268
tt1425922,PG,"Drama, Family, Music, Musical",400.0,Black Nativity,3669530,"Nov 27, 2013 - Jan 16, 2014",1.55,1525
tt2103264,PG-13,"Drama, History, War",299.0,Emperor,1014099,"Mar 8, 2013 - Jun 13, 2013",1.75,311
tt0489099,PG-13,"Action, Adventure, Sci, Fi, Thriller",322.0,Jumper,27354808,"Feb 14, 2008 - Jul 10, 2008",1.4666666666666668,3430
tt1333125,R,Comedy,341.0,Movie 43,4805878,"Jan 25, 2013 - Mar 14, 2013",1.5666666666666667,2023
tt1185833,na,Documentary,219.0,Pressure Cooker,8151,"May 27, 2009 - Jul 19, 2009",1.65,2
tt1797487,PG-13,"Drama, Family, History, Romance",131.0,Savannah,15599,"Aug 23, 2013 - Sep 26, 2013",1.6833333333333333,14
tt1723121,R,"Comedy, Crime",149.0,We're the Millers,26419396,"Aug 7, 2013 - Dec 5, 2013",1.8333333333333335,3445
tt1371111,R,"Action, Drama, Mystery, Sci, Fi",432.0,Cloud Atlas,9612247,"Oct 26, 2012 - Jan 24, 2013",2.8666666666666667,2023
tt0133751,R,"Horror, Sci, Fi",372.0,The Faculty,11633495,"Dec 25, 1998",1.7333333333333334,2365
tt0385752,PG-13,"Adventure, Family, Fantasy",391.0,The Golden Compass,26125000,"Dec 7, 2007 - Mar 6, 2008",1.8833333333333333,3528
tt0949731,R,"Drama, Mystery, Sci, Fi, Thriller",202.0,The Happening,30517109,"Jun 13, 2008 - Sep 18, 2008",1.5166666666666666,2986
tt3210686,PG-13,"Biography, Drama, History",307.0,Son of God,25601865,"Feb 28, 2014 - Jun 5, 2014",2.3,3271
tt2013293,PG-13,"Animation, Biography, Drama, History, Romance, War",314.0,The Wind Rises,313751,"Feb 21, 2014 - May 22, 2014",2.1,496
tt0758758,R,"Adventure, Biography, Drama",468.0,Into the Wild,212440,"Feb 21, 2014 - May 22, 2014",2.466666666666667,660
tt1562899,PG-13,"Fantasy, Horror, Thriller",272.0,Jinn,149337,"Apr 4, 2014 - Apr 10, 2014",1.6166666666666667,201
tt1129381,R,Comedy,83.0,Lower Learning,2550,"Oct 10, 2008 - Oct 16, 2008",1.6166666666666667,1
tt1925479,R,"Crime, Drama, Thriller",348.0,Officer Down,1061,"Jan 18, 2013 - Jan 24, 2013",1.6333333333333333,1
tt1220198,PG-13,"Horror, Mystery, Sci, Fi, Thriller",421.0,The Fourth Kind,12231160,"Nov 6, 2009 - Jan 7, 2010",1.6333333333333333,2530
tt2191701,PG-13,Comedy,175.0,Grown Ups 2,41508572,"Jul 12, 2013 - Nov 17, 2013",1.6833333333333333,3491
tt1646971,PG,"Action, Adventure, Animation, Family, Fantasy",203.0,How to Train Your Dragon 2,49451322,"Jun 13, 2014 - Dec 11, 2014",1.7,4268
tt3450116,R,Horror,97.0,Darker Than Night,539867,"Sep 26, 2014 - Oct 23, 2014",1.8333333333333335,178
tt1922777,R,"Horror, Mystery, Thriller",446.0,Sinister,18007634,"Oct 12, 2012 - Jan 3, 2013",1.8333333333333335,2542
tt2123342,PG,"Drama, Family, Sport",138.0,Underdogs,18722,"Aug 16, 2013 - Sep 19, 2013",1.7,4
tt0118604,R,"Comedy, Fantasy, Horror, Thriller",372.0,An American Werewolf in Paris,7600878,"Dec 25, 1997",1.75,1731
tt0482606,R,"Horror, Mystery, Thriller",216.0,The Strangers,20997985,"May 30, 2008 - Jul 24, 2008",1.4333333333333333,2477
tt1067106,PG,"Animation, Drama, Family, Fantasy",421.0,A Christmas Carol,30051075,"Nov 6, 2009 - Feb 4, 2010",1.6,3683
tt4137324,PG-13,"Biography, Documentary",23.0,Magician: The Astonishing Life and Work of Orson Welles,7130,"Dec 10, 2014 - Dec 23, 2014",1.5166666666666666,2
tt2012665,R,"Drama, Horror, Thriller",307.0,Repentance,501290,"Feb 28, 2014 - Mar 27, 2014",1.5,157
tt0845046,PG-13,"Action, Adventure, Comedy, Drama, Family",244.0,Son of Rambow,53789,"May 2, 2008 - Aug 14, 2008",1.6,155
tt0476991,na,"Adventure, Comedy, Fantasy, Musical, Romance",427.0,Were the World Mine,864,"Oct 31, 2008 - Apr 19, 2009",1.5833333333333335,4
tt1187043,PG-13,"Comedy, Drama",374.0,3 Idiots,1645502,"Dec 23, 2009 - Mar 11, 2010",2.8333333333333335,156
tt0914797,PG-13,"Comedy, Drama",149.0,Bottle Shock,278075,"Aug 6, 2008 - Dec 11, 2008",1.8333333333333335,401
tt0975645,PG-13,"Biography, Drama, Romance",404.0,Hitchcock,287715,"Nov 23, 2012 - Mar 14, 2013",1.6333333333333333,561
tt0049877,na,Comedy,222.0,Four Bags Full,9997,"May 24, 2013 - Jun 6, 2013",1.3333333333333333,1
tt1314228,PG-13,"Comedy, Drama, Romance",379.0,Did You Hear About the Morgans?,6616571,"Dec 18, 2009 - Jan 24, 2010",1.7166666666666668,2718
tt1127715,R,"Adventure, Crime, Drama, Thriller",287.0,Sin Nombre,81446,"Mar 20, 2009 - Jul 16, 2009",1.6,87
tt1824254,R,Documentary,222.0,We Steal Secrets: The Story of WikiLeaks,27689,"May 24, 2013 - Jun 20, 2013",2.1666666666666665,25
tt1951264,PG-13,"Action, Adventure, Sci, Fi, Thriller",405.0,The Hunger Games: Catching Fire,158074286,"Nov 22, 2013 - Apr 3, 2014",2.4333333333333336,4163
tt2094877,PG-13,"Biography, Comedy",103.0,Haute Cuisine,14387,"Sep 20, 2013 - Oct 31, 2013",1.5833333333333335,60
tt0454876,PG,"Adventure, Drama, Fantasy",406.0,Life of Pi,22451514,"Nov 21, 2012 - Jul 25, 2013",2.1166666666666667,2946
tt0499448,PG,"Action, Adventure, Family, Fantasy",230.0,The Chronicles of Narnia: Prince Caspian,55034805,"May 16, 2008 - Sep 4, 2008",2.5,3929
tt2109184,R,"Horror, Mystery, Thriller",439.0,Paranormal Activity 4,29003866,"Oct 19, 2012 - Jan 3, 2013",1.4666666666666668,3412
tt1355638,na,"Animation, Comedy, Fantasy",390.0,The Rabbi's Cat,4301,"Dec 7, 2012 - Jan 24, 2013",1.6666666666666665,6
tt2140577,R,"Comedy, Drama",328.0,The Pretty One,1484,"Feb 7, 2014",1.5,5
tt0120008,R,"Action, Crime, Thriller",329.0,The Replacement Killers,8046553,"Feb 6, 1998",1.45,1936
tt0262792,na,Documentary,77.0,Stations of the Elevated,9423,"Oct 17, 2014 - Nov 20, 2014",0.7666666666666667,1
tt2576450,na,"Action, Comedy, Romance",91.0,Besharam,364962,"Oct 2, 2013 - Oct 17, 2013",2.3833333333333333,217
tt1600196,R,"Crime, Drama, Thriller",112.0,The Drop,4104552,"Sep 12, 2014 - Nov 13, 2014",1.7666666666666666,1192
tt0116629,PG-13,"Action, Adventure, Sci, Fi",547.0,Independence Day,50228264,"Jul 3, 1996 - Jan 12, 1997",2.4166666666666665,2977
tt2473682,R,"Horror, Mystery, Thriller",363.0,Paranormal Activity: The Marked Ones,18343611,"Jan 3, 2014 - Feb 20, 2014",1.4,2883
tt1645131,PG-13,"Drama, Romance",84.0,Romeo & Juliet,520116,"Oct 11, 2013 - Dec 5, 2013",1.9666666666666668,461
tt0963194,R,"Horror, Musical, Sci, Fi",56.0,Repo! The Genetic Opera,53684,"Nov 7, 2008 - Dec 11, 2008",1.6333333333333333,11
tt1661382,PG-13,"Comedy, Drama, Sport",372.0,Grudge Match,7021993,"Dec 25, 2013 - Mar 13, 2014",1.8833333333333333,2856
tt4009460,PG,"Comedy, Family",49.0,Saving Christmas,992087,"Nov 14, 2014 - Dec 25, 2014",1.3166666666666667,410
tt1747967,R,"Horror, Thriller",82.0,Cassadaga,1678,"Oct 11, 2013 - Oct 20, 2013",1.8,3
tt1202540,na,"Comedy, Drama, Sport",105.0,Dil Bole Hadippa!,351457,"Sep 18, 2009",2.466666666666667,54
tt0369436,PG-13,"Comedy, Drama, Romance",401.0,Four Christmases,31069826,"Nov 26, 2008 - Feb 12, 2009",1.4666666666666668,3540
tt2024469,PG-13,"Action, Mystery, Thriller",307.0,Non-Stop,28875635,"Feb 28, 2014 - May 29, 2014",1.7666666666666666,3183
tt1765913,na,"Comedy, Drama, Music",203.0,Metal Messiah,na,"Sep 16, 2010 - Mar 14, 2013",1.4333333333333333,1
tt0795493,PG-13,"Crime, Drama, Romance, Thriller",349.0,Cassandra's Dream,361901,"Jan 18, 2008 - Feb 21, 2008",1.8,107
tt1343092,PG-13,"Drama, Romance",236.0,The Great Gatsby,50085185,"May 10, 2013 - Aug 22, 2013",2.3833333333333333,3550
tt1045655,PG-13,"Drama, Horror, Thriller",427.0,The Haunting of Molly Hartley,5423315,"Oct 31, 2008 - Feb 5, 2009",1.3666666666666667,2652
tt1731697,R,"Horror, Thriller",257.0,The Lords of Salem,642942,"Apr 19, 2013 - May 26, 2013",1.6833333333333333,354
tt0119715,PG,Comedy,378.0,Mousehunt,6062922,"Dec 19, 1997 - Jul 1, 1998",1.6333333333333333,2233
tt2275802,na,Drama,124.0,Satyagraha,412148,"Aug 30, 2013 - Sep 29, 2013",2.533333333333333,83
tt0492044,PG-13,"Drama, Horror, Mystery, Thriller",280.0,The Haunting in Connecticut,23004765,"Mar 27, 2009 - May 14, 2009",1.5333333333333332,2732
tt0052893,na,"Drama, Romance",441.0,Hiroshima Mon Amour,18494,"Oct 17, 2014 - Feb 15, 2015",1.5,7
tt3723828,na,Documentary,104.0,This Ain't No Mouse Music,15982,"Sep 19, 2014 - Oct 16, 2014",1.5333333333333332,6
tt1331064,PG-13,"Comedy, Drama, Romance",147.0,Paper Heart,219494,"Aug 7, 2009 - Oct 29, 2009",1.4666666666666668,96
tt1865505,PG,"Adventure, Animation, Drama, Family, Fantasy",378.0,Song of the Sea,21910,"Dec 19, 2014 - May 28, 2015",1.55,48
tt2194499,R,"Comedy, Drama, Fantasy, Romance, Sci, Fi",63.0,About Time,1076250,"Dec 19, 2014 - May 28, 2015",2.05,1280
tt2287621,na,Horror,22.0,A Zombie Invasion,na,"Dec 12, 2013 - Dec 12, 2013",1.5666666666666667,1
tt2359024,R,"Crime, Drama, Thriller",251.0,Blue Ruin,32608,"Apr 25, 2014 - Jun 26, 2014",1.5,61
tt2371287,PG-13,Drama,313.0,Camp,7785,"Feb 22, 2013 - Jun 23, 2013",1.8166666666666667,32
tt1135503,PG-13,"Biography, Drama, Romance",154.0,Julie & Julia,20027956,"Aug 7, 2009 - Nov 29, 2009",2.05,2528
tt1763264,R,"Horror, Thriller",236.0,No One Lives,47800,"May 10, 2013 - May 23, 2013",1.4333333333333333,53
tt0775529,R,"Comedy, Drama",400.0,The Savages,151859,"Nov 28, 2007 - Apr 27, 2008",1.9,201
tt1517260,PG-13,"Action, Adventure, Drama, Romance, Sci, Fi, Thriller",278.0,The Host,10600112,"Mar 29, 2013 - May 30, 2013",2.0833333333333335,3202
tt2372222,na,"Action, Comedy",160.0,Kick,1071373,"Jul 25, 2014 - Aug 21, 2014",2.4333333333333336,180
tt0031514,na,"Crime, Drama, Romance, Thriller",413.0,Le Jour Se Leve,11864,"Nov 14, 2014 - Jan 15, 2015",1.55,3
tt0416044,R,"Action, Biography, Drama, History, War",209.0,Mongol: The Rise of Genghis Khan,135326,"Jun 6, 2008 - Sep 11, 2008",2.1,253
tt0338348,na,"Adventure, Animation, Comedy, Family, Fantasy, Musical",406.0,The Polar Express,73514,"Nov 21, 2012 - Jan 3, 2013",1.6666666666666665,17
tt0790724,PG-13,"Action, Thriller",376.0,Jack Reacher,15210156,"Dec 21, 2012 - Mar 21, 2013",2.1666666666666665,3352
tt1185405,na,"Documentary, Family, Music",294.0,Throw Down Your Heart,7283,"Mar 13, 2009 - Jul 23, 2009",1.6166666666666667,4
tt1027862,PG-13,"Comedy, Drama",153.0,Swing Vote,6230669,"Aug 1, 2008 - Oct 16, 2008",2.0,2213
tt2338341,na,"Drama, Mystery",293.0,The Word,3648,"Mar 14, 2014",1.7333333333333334,1
tt2101341,R,"Action, Crime, Drama, Thriller",299.0,Dead Man Down,5345250,"Mar 8, 2013 - Apr 18, 2013",1.9666666666666668,2188
tt0835034,na,"Comedy, Romance",279.0,A Four Letter Word,12101,"Mar 28, 2008 - Jul 3, 2008",1.45,5
tt2828996,R,"Comedy, Fantasy",258.0,A Haunted House 2,8843875,"Apr 18, 2014 - Jun 12, 2014",1.4333333333333333,2310
tt2377194,na,"Comedy, Drama",111.0,The Quitter,5588,"Sep 12, 2014 - Sep 18, 2014",1.4166666666666667,1
tt0442933,PG-13,"Action, Adventure, Animation, Fantasy",412.0,Beowulf,27515871,"Nov 16, 2007 - Jan 31, 2008",1.9166666666666665,3249
tt0800080,PG-13,"Action, Adventure, Sci, Fi",202.0,The Incredible Hulk,55414050,"Jun 13, 2008 - Sep 4, 2008",1.8666666666666667,3508
tt2243537,R,"Comedy, Fantasy",355.0,A Haunted House,18101682,"Jan 11, 2013 - Mar 3, 2013",1.4333333333333333,2160
